,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,Participant,Domain,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1015,,,,,,,,,,,,,,,,,,,,,,,673,Loan,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree
1016,,,,,,,,,,,,,,,,,,,,,,,465,Loan,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Neutral
1017,,,,,,,,,,,,,,,,,,,,,,,178,Loan,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1018,,,,,,,,,,,,,,,,,,,,,,,9,Loan,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1019,,,,,,,,,,,,,,,,,,,,,,,38,Loan,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree
1020,,,,,,,,,,,,,,,,,,,,,,,381,Loan,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree
1021,,,,,,,,,,,,,,,,,,,,,,,426,Loan,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1022,,,,,,,,,,,,,,,,,,,,,,,377,Loan,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1023,,,,,,,,,,,,,,,,,,,,,,,250,Loan,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree
1024,,,,,,,,,,,,,,,,,,,,,,,165,Loan,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1025,,,,,,,,,,,,,,,,,,,,,,,346,Loan,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1026,,,,,,,,,,,,,,,,,,,,,,,218,Loan,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Agree
1027,,,,,,,,,,,,,,,,,,,,,,,241,Loan,Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Agree,Strongly Disagree,Disagree,Neutral,Agree,Agree,Agree,Neutral,Agree
1028,,,,,,,,,,,,,,,,,,,,,,,294,Loan,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree
1029,,,,,,,,,,,,,,,,,,,,,,,140,Loan,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree
1030,,,,,,,,,,,,,,,,,,,,,,,546,Loan,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1031,,,,,,,,,,,,,,,,,,,,,,,126,Loan,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree
1032,,,,,,,,,,,,,,,,,,,,,,,645,Loan,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree
1033,,,,,,,,,,,,,,,,,,,,,,,554,Loan,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1034,,,,,,,,,,,,,,,,,,,,,,,160,Loan,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree
1035,,,,,,,,,,,,,,,,,,,,,,,97,Loan,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1036,,,,,,,,,,,,,,,,,,,,,,,139,Loan,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Agree
1037,,,,,,,,,,,,,,,,,,,,,,,318,Loan,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree
1038,,,,,,,,,,,,,,,,,,,,,,,148,Loan,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree
1039,,,,,,,,,,,,,,,,,,,,,,,628,Loan,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree
1040,,,,,,,,,,,,,,,,,,,,,,,322,Loan,Strongly Agree,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Neutral,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree
1041,,,,,,,,,,,,,,,,,,,,,,,103,Loan,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree
1042,,,,,,,,,,,,,,,,,,,,,,,262,Loan,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree
1043,,,,,,,,,,,,,,,,,,,,,,,363,Loan,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
1044,,,,,,,,,,,,,,,,,,,,,,,235,Loan,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree
1045,,,,,,,,,,,,,,,,,,,,,,,45,Loan,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1046,,,,,,,,,,,,,,,,,,,,,,,33,Loan,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree
1047,,,,,,,,,,,,,,,,,,,,,,,414,Loan,Agree,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Neutral
1048,,,,,,,,,,,,,,,,,,,,,,,282,Loan,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree
1049,,,,,,,,,,,,,,,,,,,,,,,527,Loan,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
1050,,,,,,,,,,,,,,,,,,,,,,,191,Loan,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree
1051,,,,,,,,,,,,,,,,,,,,,,,95,Loan,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
1052,,,,,,,,,,,,,,,,,,,,,,,217,Loan,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree
1053,,,,,,,,,,,,,,,,,,,,,,,136,Loan,Agree,Agree,Neutral,Disagree,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
1054,,,,,,,,,,,,,,,,,,,,,,,309,Loan,Strongly Agree,Strongly Agree,Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1055,,,,,,,,,,,,,,,,,,,,,,,226,Loan,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree
1056,,,,,,,,,,,,,,,,,,,,,,,104,Loan,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
1057,,,,,,,,,,,,,,,,,,,,,,,102,Loan,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree
1058,,,,,,,,,,,,,,,,,,,,,,,641,Loan,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree
1059,,,,,,,,,,,,,,,,,,,,,,,638,Loan,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
1060,,,,,,,,,,,,,,,,,,,,,,,131,Loan,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree
1061,,,,,,,,,,,,,,,,,,,,,,,627,Loan,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree
1062,,,,,,,,,,,,,,,,,,,,,,,644,Loan,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Disagree,Agree,Agree
1063,,,,,,,,,,,,,,,,,,,,,,,397,Loan,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree
1064,,,,,,,,,,,,,,,,,,,,,,,403,Loan,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree
1065,,,,,,,,,,,,,,,,,,,,,,,151,Loan,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1066,,,,,,,,,,,,,,,,,,,,,,,74,Loan,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Disagree
1067,,,,,,,,,,,,,,,,,,,,,,,317,Loan,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree
1068,,,,,,,,,,,,,,,,,,,,,,,6,Loan,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree
1069,,,,,,,,,,,,,,,,,,,,,,,473,Loan,Agree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral
1070,,,,,,,,,,,,,,,,,,,,,,,528,Loan,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree
1071,,,,,,,,,,,,,,,,,,,,,,,629,Loan,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1072,,,,,,,,,,,,,,,,,,,,,,,660,Loan,Agree,Strongly Agree,Neutral,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree
1073,,,,,,,,,,,,,,,,,,,,,,,11,Loan,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree
1074,,,,,,,,,,,,,,,,,,,,,,,552,Loan,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree
1075,,,,,,,,,,,,,,,,,,,,,,,463,Loan,Agree,Agree,Disagree,Disagree,Neutral,Strongly Agree,Disagree,Agree,Disagree,Neutral,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Agree,Neutral
1076,,,,,,,,,,,,,,,,,,,,,,,573,Loan,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree
1077,,,,,,,,,,,,,,,,,,,,,,,180,Loan,Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree
1078,,,,,,,,,,,,,,,,,,,,,,,545,Loan,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
1079,,,,,,,,,,,,,,,,,,,,,,,490,Loan,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree
1080,,,,,,,,,,,,,,,,,,,,,,,59,Loan,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree
1081,,,,,,,,,,,,,,,,,,,,,,,211,Loan,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
1082,,,,,,,,,,,,,,,,,,,,,,,688,Loan,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree
1083,,,,,,,,,,,,,,,,,,,,,,,298,Loan,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Neutral
1084,,,,,,,,,,,,,,,,,,,,,,,324,Loan,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
1085,,,,,,,,,,,,,,,,,,,,,,,284,Loan,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1086,,,,,,,,,,,,,,,,,,,,,,,166,Loan,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1087,,,,,,,,,,,,,,,,,,,,,,,170,Loan,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
1088,,,,,,,,,,,,,,,,,,,,,,,183,Loan,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree
1089,,,,,,,,,,,,,,,,,,,,,,,147,Loan,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
1090,,,,,,,,,,,,,,,,,,,,,,,585,Loan,Strongly Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree
1091,,,,,,,,,,,,,,,,,,,,,,,600,Loan,Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree
1092,,,,,,,,,,,,,,,,,,,,,,,443,Loan,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1093,,,,,,,,,,,,,,,,,,,,,,,464,Loan,Agree,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Disagree
1094,,,,,,,,,,,,,,,,,,,,,,,286,Loan,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
1095,,,,,,,,,,,,,,,,,,,,,,,174,Loan,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree
1096,,,,,,,,,,,,,,,,,,,,,,,194,Loan,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree
1097,,,,,,,,,,,,,,,,,,,,,,,665,Loan,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree
1098,,,,,,,,,,,,,,,,,,,,,,,517,Loan,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
1099,,,,,,,,,,,,,,,,,,,,,,,447,Loan,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
1100,,,,,,,,,,,,,,,,,,,,,,,618,Loan,Agree,Agree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree
1101,,,,,,,,,,,,,,,,,,,,,,,646,Loan,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral
1102,,,,,,,,,,,,,,,,,,,,,,,47,Loan,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree
1103,,,,,,,,,,,,,,,,,,,,,,,480,Loan,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree
1104,,,,,,,,,,,,,,,,,,,,,,,130,Loan,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Strongly Agree,Agree,Agree
1105,,,,,,,,,,,,,,,,,,,,,,,385,Loan,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1106,,,,,,,,,,,,,,,,,,,,,,,407,Loan,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree,Agree
1107,,,,,,,,,,,,,,,,,,,,,,,22,Loan,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Neutral,Strongly Disagree,Disagree
