,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
139,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0
140,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0
141,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0
142,5.0,5.0,3.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
143,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0
144,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,3.0
145,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0
146,4.0,5.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0
147,5.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0
148,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,2.0,5.0,4.0
149,3.0,3.0,5.0,2.0,4.0,5.0,3.0,1.0,2.0,4.0,5.0,4.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0
150,2.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0
151,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0
152,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
153,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0
154,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0
155,4.0,3.0,1.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0
156,5.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0
157,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
158,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0
159,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
160,3.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0
161,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
162,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0
163,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0
164,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
165,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
166,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0
