,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0
1,5.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0
2,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0
3,2.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0
4,4.0,3.0,5.0,2.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0
5,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
6,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0
7,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0
8,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
9,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,1.0,4.0,3.0
10,1.0,1.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0
11,4.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0
12,5.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0
13,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,2.0,3.0,5.0,3.0,5.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0
14,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0
15,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0
16,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0
